user_patch,librarian_slot,family,factory_name,stored_name,name_matches_factory,category,mfx,chorus_type,reverb_type,tone1,tone2,tone3,tone4
139,5-12,Brass/Poly Synth,Trumpeter,Trumpeter,True,19,1:EQUALIZER,0,3,on 297:Trumpet 2 p +0,on 298:Trumpet 2 mf +0,on 299:Trumpet 2 ff +0,off 0:None +0
140,5-13,Brass/Poly Synth,Soft Brass,Soft Brass,True,19,41:LIMITER,0,3,on 289:Alto Sax2 mf +0,on 290:Alto Sax2 f +0,on 297:Trumpet 2 p +0,on 298:Trumpet 2 mf +0
141,5-14,Brass/Poly Synth,Sax Sect 1,Sax Sect 1,True,19,41:LIMITER,0,3,on 285:Sop Sax 2 p +0,on 286:Sop Sax 2 mf +0,on 291:TenorSax2 p +0,on 292:TenorSax2 mf +0
142,5-15,Brass/Poly Synth,Sax Sect 2,Sax Sect 2,True,19,41:LIMITER,0,3,on 288:Alto Sax2 p +0,on 289:Alto Sax2 mf +0,on 294:Bari Sax p +0,on 295:Bari Sax mf +0
143,5-16,Brass/Poly Synth,Breathy Sax,Breathy Sax,True,21,1:EQUALIZER,0,3,on 108:TenorBreathy +4,on 108:TenorBreathy +0,on 108:TenorBreathy -4,off 0:None +0
144,5-17,Brass/Poly Synth,Soprano Sax,Soprano Sax,True,21,1:EQUALIZER,0,3,on 285:Sop Sax 2 p +0,on 286:Sop Sax 2 mf +0,on 287:Sop Sax 2 f +0,off 0:None +0
145,5-18,Brass/Poly Synth,Alto Sax,Alto Sax,True,21,1:EQUALIZER,0,3,on 288:Alto Sax2 p +0,on 289:Alto Sax2 mf +0,on 290:Alto Sax2 f +0,off 0:None +0
146,5-19,Brass/Poly Synth,Tenor Sax,Tenor Sax,True,21,41:LIMITER,0,3,on 291:TenorSax2 p +0,on 292:TenorSax2 mf +0,on 293:TenorSax2 f +0,off 0:None +0
147,5-20,Brass/Poly Synth,Baritone Sax,Baritone Sax,True,21,41:LIMITER,0,3,on 294:Bari Sax p +0,on 295:Bari Sax mf +0,on 296:Bari Sax f +0,off 0:None +0
148,5-21,Brass/Poly Synth,Pan Pipes,Pan Pipes,True,32,1:EQUALIZER,2,3,on 100:Pan Flute +0,on 99:Flute +0,off 0:None +0,off 0:None +0
149,5-22,Brass/Poly Synth,Harmonica,Harmonica,True,8,7:ENHANCER,1,4,on 111:Harmonica +0,on 112:Blues G-harp +0,on 253:Org Click 5 +0,off 0:None +0
150,5-23,Brass/Poly Synth,Ox Synth,Ox Synth,True,27,1:EQUALIZER,1,4,on 121:Unison Saw +0,on 177:MG Saw HD +0,on 93:SH-101 Bs +0,on 121:Unison Saw -12
151,5-24,Brass/Poly Synth,Poly Synth 1,Poly Synth 1,True,27,0:THROUGH,2,3,on 121:Unison Saw +0,on 179:P5 Saw HD +0,on 177:MG Saw HD +0,off 151:Agogo 2 Low +0
152,5-25,Brass/Poly Synth,Poly Synth 2,Poly Synth 2,True,27,1:EQUALIZER,0,3,on 182:Synth Saw +0,on 182:Synth Saw +0,on 182:Synth Saw +0,on 182:Synth Saw +0
153,5-26,Brass/Poly Synth,Poly Synth 3,Poly Synth 3,True,27,1:EQUALIZER,2,2,on 177:MG Saw HD +0,on 177:MG Saw HD +0,off 0:None +0,off 0:None +0
154,5-27,Brass/Poly Synth,Poly Synth 4,Poly Synth 4,True,27,1:EQUALIZER,1,4,on 185:JP-8 Saw +0,on 186:D-50 Saw +0,on 177:MG Saw HD +0,on 189:LA-Saw +0
155,5-28,Brass/Poly Synth,Juno SAW,Juno SAW,True,27,23:CHORUS,2,0,on 188:SH-2 Saw +0,on 188:SH-2 Saw +0,off 220:Sine +0,off 0:None +0
156,5-29,Brass/Poly Synth,Super Saw,Super Saw,True,27,1:EQUALIZER,1,3,on 122:Super Saw +0,on 185:JP-8 Saw +0,on 121:Unison Saw +0,on 180:Calc.Saw -12
157,5-30,Brass/Poly Synth,Touchy,Touchy,True,27,1:EQUALIZER,2,4,on 208:JP8 Pls 40HD +0,off 0:None +0,off 0:None +0,off 0:None +0
158,5-31,Brass/Poly Synth,Euro Express,Euro Express,True,27,1:EQUALIZER,2,2,on 188:SH-2 Saw -12,on 188:SH-2 Saw -12,off 0:None +0,off 0:None +0
159,5-32,Brass/Poly Synth,Analog Dream,Analog Dream,True,27,43:DELAY,1,3,on 121:Unison Saw +0,off 0:None +0,on 215:JD Triangle +0,on 213:700 Triangle +0
160,6-1,Strings/Pad,AX Strings 1,AX Strings 1,True,14,1:EQUALIZER,1,3,on 303:US Strings L +0,on 304:US Strings R +0,off 0:None +0,off 0:None +0
161,6-2,Strings/Pad,AX Strings 2,AX Strings 2,True,14,0:THROUGH,0,3,on 303:US Strings L +0,off 0:None +0,off 0:None +0,off 0:None +0
162,6-3,Strings/Pad,Tape Strings,Tape Strings,True,14,3:ISOLATOR,0,0,on 303:US Strings L +0,off 0:None +0,off 0:None +0,off 0:None +0
163,6-4,Strings/Pad,PhaserPad,PhaserPad,True,28,13:MULTI STAGE PHASER,2,4,on 121:Unison Saw +0,on 122:Super Saw +0,off 0:None +0,off 0:None +0
164,6-5,Strings/Pad,Cosmic Rays,Cosmic Rays,True,28,11:PHASER,1,1,on 122:Super Saw +12,on 121:Unison Saw +0,off 0:None +12,off 0:None +0
165,6-6,Strings/Pad,Soft Pad 1,Soft Pad 1,True,29,1:EQUALIZER,1,4,on 121:Unison Saw +0,on 124:Warm Pad +0,off 0:None +0,off 0:None +0
166,6-7,Strings/Pad,Soft Pad 2,Soft Pad 2,True,29,43:DELAY,0,0,on 124:Warm Pad -12,on 124:Warm Pad -12,off 0:None -12,off 0:None -12
167,6-8,Strings/Pad,Synth Str 1,Synth Str 1,True,29,1:EQUALIZER,1,3,on 182:Synth Saw +0,on 182:Synth Saw +0,on 182:Synth Saw +0,on 182:Synth Saw +0
168,6-9,Strings/Pad,Synth Str 2,Synth Str 2,True,29,1:EQUALIZER,1,3,on 182:Synth Saw +0,on 182:Synth Saw +0,on 182:Synth Saw +0,on 182:Synth Saw +0
169,6-10,Strings/Pad,JX Strings,JX Strings,True,29,1:EQUALIZER,1,3,on 177:MG Saw HD +0,off 0:None +0,off 0:None +0,off 0:None +0
170,6-11,Strings/Pad,JP Strings,JP Strings,True,29,1:EQUALIZER,1,3,on 121:Unison Saw +0,on 122:Super Saw +0,on 124:Warm Pad +0,off 0:None +12
171,6-12,Strings/Pad,106 Strings,106 Strings,True,29,1:EQUALIZER,0,0,on 121:Unison Saw -12,on 124:Warm Pad -12,off 0:None -12,off 0:None -12
172,6-13,Strings/Pad,Sawtooth Str,Sawtooth Str,True,29,1:EQUALIZER,0,0,on 122:Super Saw +3,on 122:Super Saw +3,on 122:Super Saw -3,on 122:Super Saw -3
173,6-14,Strings/Pad,Chorus Pad,Chorus Pad,True,29,28:SPACE-D,1,3,on 124:Warm Pad +0,on 124:Warm Pad +7,on 0:None +0,on 0:None +7
174,6-15,Strings/Pad,5th DLA Pad,5th DLA Pad,True,29,26:HEXA-CHORUS,2,0,on 121:Unison Saw +0,on 122:Super Saw +7,on 121:Unison Saw +7,on 122:Super Saw +14
175,6-16,Strings/Pad,Hollow Pad,Hollow Pad,True,29,1:EQUALIZER,1,3,on 220:Sine +0,on 216:VS-Triangle +0,on 216:VS-Triangle +0,on 216:VS-Triangle +0
176,6-17,Strings/Pad,Nu Epic Pad,Nu Epic Pad,True,28,46:MODULATION DELAY,2,4,on 124:Warm Pad -12,on 122:Super Saw +0,off 0:None +12,off 0:None +0
177,6-18,Strings/Pad,Angelis Pad,Angelis Pad,True,28,47:3TAP PAN DELAY,1,3,on 177:MG Saw HD +0,on 177:MG Saw HD +0,on 177:MG Saw HD +0,on 177:MG Saw HD +0
178,6-19,Strings/Pad,TrnsSweepPad,TrnsSweepPad,True,28,1:EQUALIZER,2,3,on 122:Super Saw +0,on 123:Trance Saw +0,on 121:Unison Saw -12,off 0:None +0
179,6-20,Strings/Pad,Heaven Pad,Heaven Pad,True,28,47:3TAP PAN DELAY,1,4,on 127:D-50 Heaven +0,on 127:D-50 Heaven +0,on 127:D-50 Heaven +0,off 617:None +0
180,6-21,Strings/Pad,Voyager,Voyager,True,28,11:PHASER,1,1,on 121:Unison Saw -12,on 121:Unison Saw +0,on 121:Unison Saw +7,on 121:Unison Saw +12
181,6-22,Strings/Pad,OB Strings,OB Strings,True,28,1:EQUALIZER,2,4,on 121:Unison Saw +0,on 122:Super Saw +0,off 0:None +0,off 0:None +0
182,6-23,Strings/Pad,Shimmer Pad,Shimmer Pad,True,28,46:MODULATION DELAY,0,4,on 216:VS-Triangle +24,on 216:VS-Triangle +24,off 0:None -13,off 0:None +0
183,6-24,Strings/Pad,Xadecimal,Xadecimal,True,25,12:STEP PHASER,1,1,on 123:Trance Saw -12,on 123:Trance Saw +0,on 123:Trance Saw +7,on 123:Trance Saw +12
184,6-25,Strings/Pad,World X,World X,True,25,12:STEP PHASER,2,3,on 152:Finger Bell -5,on 125:OB2 Pad 1 +0,off 0:None +0,off 0:None +0
185,6-26,Strings/Pad,Sliced Pad,Sliced Pad,True,25,20:SLICER,2,4,on 123:Trance Saw +0,on 122:Super Saw +0,off 121:Unison Saw +0,off 0:None +0
186,6-27,Strings/Pad,Trance Synth,Trance Synth,True,24,1:EQUALIZER,2,4,on 123:Trance Saw +0,off 0:None +0,off 0:None +0,off 0:None +0
187,6-28,Strings/Pad,Major 7,Major 7,True,24,4:LOW BOOST,2,4,on 122:Super Saw +0,on 122:Super Saw +4,on 122:Super Saw -5,on 122:Super Saw -1
188,6-29,Strings/Pad,Freeze Synth,Freeze Synth,True,24,4:LOW BOOST,1,3,on 227:SynVox Noise +0,on 175:TB303 Saw HD +7,on 124:Warm Pad +0,on 44:Retro Org 3 +7
189,6-30,Strings/Pad,Bustranza,Bustranza,True,24,1:EQUALIZER,2,3,on 123:Trance Saw +0,on 123:Trance Saw +0,off 0:None +0,off 0:None +0
190,6-31,Strings/Pad,SuperSaw Pad,SuperSaw Pad,True,24,1:EQUALIZER,2,2,on 121:Unison Saw +0,on 123:Trance Saw +0,off 0:None +0,off 0:None +0
191,6-32,Strings/Pad,Digitaless,Digitaless,True,24,0:THROUGH,2,4,on 123:Trance Saw -4,on 123:Trance Saw +4,off 0:None -12,off 0:None -12
192,7-1,Organ/Clavi,Lord Organ 1,Lord Organ 1,True,6,1:EQUALIZER,1,3,on 26:JLOrg Slow L +0,on 28:JLOrg Fast L +0,off 220:Sine -12,off 220:Sine +0
193,7-2,Organ/Clavi,Lord Organ 2,Lord Organ 2,True,6,1:EQUALIZER,1,3,on 26:JLOrg Slow L +6,on 28:JLOrg Fast L +6,off 220:Sine -12,off 220:Sine +0
194,7-3,Organ/Clavi,Rotary Org 1,Rotary Org 1,True,6,21:ROTARY,1,3,on 39:RtryOrg 2 L +0,on 35:Perc Organ +0,on 34:3rd Perc Org +0,off 0:None +0
195,7-4,Organ/Clavi,Rotary Org 2,Rotary Org 2,True,6,1:EQUALIZER,1,3,on 39:RtryOrg 2 L +0,on 37:RtryOrg 1 L +0,off 220:Sine -12,off 220:Sine +0
196,7-5,Organ/Clavi,Vintage Org 1,Vintage Org1,True,6,26:HEXA-CHORUS,1,3,on 267:Full Organ 3 +0,on 267:Full Organ 3 +19,off 267:Full Organ 3 -12,off 267:Full Organ 3 +7
197,7-6,Organ/Clavi,Vintage Org 2,Vintage Org2,True,6,26:HEXA-CHORUS,1,3,on 273:Vint. Org 1 +0,on 273:Vint. Org 1 +19,off 273:Vint. Org 1 -12,off 273:Vint. Org 1 +7
198,7-7,Organ/Clavi,VK Organ 1,VK Organ 1,True,6,26:HEXA-CHORUS,1,3,on 261:VK Jazz Org1 +0,on 261:VK Jazz Org1 +19,off 261:VK Jazz Org1 -12,off 261:VK Jazz Org1 +7
199,7-8,Organ/Clavi,VK Organ 2,VK Organ 2,True,6,26:HEXA-CHORUS,1,3,on 259:VK Full Org1 +0,on 259:VK Full Org1 +19,off 259:VK Full Org1 -12,off 259:VK Full Org1 +7
200,7-9,Organ/Clavi,D-Bars 1,D-Bars 1,True,6,26:HEXA-CHORUS,1,3,on 220:Sine -12,on 220:Sine +7,off 220:Sine +19,off 220:Sine +31
201,7-10,Organ/Clavi,D-Bars 2,D-Bars 2,True,6,26:HEXA-CHORUS,1,3,on 220:Sine -12,on 220:Sine +7,on 220:Sine +19,off 220:Sine +31
202,7-11,Organ/Clavi,D-Bars 3,D-Bars 3,True,6,26:HEXA-CHORUS,1,3,on 220:Sine -12,off 220:Sine +7,on 220:Sine +19,on 220:Sine +31
203,7-12,Organ/Clavi,D-Bars 4,D-Bars 4,True,6,26:HEXA-CHORUS,1,3,on 220:Sine -12,off 220:Sine +7,on 220:Sine +19,on 220:Sine +31
204,7-13,Organ/Clavi,D-Bars 5,D-Bars 5,True,6,26:HEXA-CHORUS,1,3,on 220:Sine -12,on 220:Sine +7,off 220:Sine +19,on 220:Sine +31
205,7-14,Organ/Clavi,AX Dist Org1,AX Dist Org1,True,6,39:GUITAR AMP SIMULATOR,0,2,on 35:Perc Organ +0,on 41:LoFi RtryOrg +0,on 37:RtryOrg 1 L +19,off 621:None +0
206,7-15,Organ/Clavi,AX Dist Org2,AX Dist Org2,True,6,39:GUITAR AMP SIMULATOR,1,2,on 41:LoFi RtryOrg +0,on 37:RtryOrg 1 L +0,on 37:RtryOrg 1 L +0,off 1:JD Piano +0
207,7-16,Organ/Clavi,Technorgan,Technorgan,True,6,0:THROUGH,1,4,on 261:VK Jazz Org1 +0,on 261:VK Jazz Org1 +7,on 261:VK Jazz Org1 +12,off 34:3rd Perc Org +0
208,7-17,Organ/Clavi,Old Fashion,Old Fashion,True,6,40:COMPRESSOR,1,2,off 42:Retro Org 1 -12,on 42:Retro Org 1 +12,on 42:Retro Org 1 +0,off 0:None +12
209,7-18,Organ/Clavi,Posit/Mod,Posit/Mod,True,6,1:EQUALIZER,2,3,on 46:Positive '8 +24,on 46:Positive '8 +36,on 46:Positive '8 -12,on 46:Positive '8 +0
210,7-19,Organ/Clavi,Grand Pipes,Grand Pipes,True,6,0:THROUGH,1,3,on 48:Cathedrl Org +0,on 48:Cathedrl Org -12,on 220:Sine -12,on 48:Cathedrl Org +0
211,7-20,Organ/Clavi,Musette,Musette,True,7,0:THROUGH,0,3,on 110:Musette +0,on 110:Musette +0,off 0:None +0,on 0:None +0
212,7-21,Organ/Clavi,Amped D6,Amped D6,True,3,38:VS DISTORTION,0,4,on 20:Reg.Clav +0,off 0:None +0,on 24:ClvMtRs DB f +0,off 0:None +0
213,7-22,Organ/Clavi,AX Clav 1,AX Clav 1,True,3,40:COMPRESSOR,0,2,on 19:ClavDB Brt +7,on 19:ClavDB Brt +2,on 19:ClavDB Brt -3,on 24:ClvMtRs DB f +0
214,7-23,Organ/Clavi,AX Clav 2,AX Clav 2,True,3,40:COMPRESSOR,0,2,on 23:Hard Clav +7,on 23:Hard Clav +2,on 23:Hard Clav -3,on 24:ClvMtRs DB f +0
215,7-24,Organ/Clavi,Pulse Clav 1,Pulse Clav 1,True,3,40:COMPRESSOR,1,2,off 0:None +0,on 206:JP8 Pls 25HD +0,on 211:Syn Pulse 2 +0,on 210:Syn Pulse 1 +0
216,7-25,Organ/Clavi,Pulse Clav 2,Pulse Clav 2,True,3,40:COMPRESSOR,0,0,on 210:Syn Pulse 1 -12,off 0:None +0,off 0:None +0,off 0:None +0
217,7-26,Organ/Clavi,Phase Clavi,Phase Clavi,True,3,11:PHASER,1,4,on 21:Retro Clav +0,off 0:None -12,off 0:None -12,off 0:None -12
218,7-27,Organ/Clavi,Sweepin Clav,Sweepin Clav,True,3,40:COMPRESSOR,0,0,on 180:Calc.Saw -12,off 0:None +0,off 0:None +0,off 0:None +0
219,7-28,Organ/Clavi,AX Vibe,AX Vibe,True,5,1:EQUALIZER,1,3,on 145:Vibraphone +6,on 145:Vibraphone +2,on 145:Vibraphone -2,off 0:None +0
220,7-29,Organ/Clavi,Marimba,Marimba,True,5,0:THROUGH,1,1,on 144:Marimba +0,on 144:Marimba +0,off 0:None +21,off 0:None +0
221,7-30,Organ/Clavi,Xylophone,Xylophone,True,5,1:EQUALIZER,0,2,on 143:JD Xylo +0,off 0:None +0,off 0:None +0,off 0:None +0
222,7-31,Organ/Clavi,Steel Drums,Steel Drums,True,5,1:EQUALIZER,0,2,on 147:Steel Drums +0,off 0:None +0,off 0:None +0,off 0:None +0
223,7-32,Organ/Clavi,Ethno Keys,Ethno Keys,True,32,1:EQUALIZER,1,4,on 143:JD Xylo +0,on 145:Vibraphone +7,off 0:None +0,off 0:None +0
224,8-1,Choir/Piano,Angels Choir,Angels Choir,True,30,64:REVERB,1,3,on 135:Jz Doos Lp +0,on 132:Female Oos +0,off 0:None +0,off 0:None +0
225,8-2,Choir/Piano,Aerial Choir,Aerial Choir,True,30,64:REVERB,1,3,on 136:Gospel Hum +0,on 134:Jazz Doos +0,off 0:None +0,off 0:None +0
226,8-3,Choir/Piano,Humming,Humming,True,30,43:DELAY,0,0,on 136:Gospel Hum +12,on 136:Gospel Hum +6,on 136:Gospel Hum +0,on 135:Jz Doos Lp +0
227,8-4,Choir/Piano,Gospel Hum,Gospel Hum,True,30,1:EQUALIZER,1,3,on 136:Gospel Hum +0,off 136:Gospel Hum +4,off 136:Gospel Hum +11,off 136:Gospel Hum +6
228,8-5,Choir/Piano,Vox Pad 1,Vox Pad 1,True,30,43:DELAY,0,0,on 132:Female Oos +12,on 132:Female Oos +6,on 132:Female Oos +0,on 132:Female Oos -6
229,8-6,Choir/Piano,Vox Pad 2,Vox Pad 2,True,30,43:DELAY,0,0,on 131:Female Ahs +12,on 131:Female Ahs +6,on 131:Female Ahs +0,on 131:Female Ahs -6
230,8-7,Choir/Piano,80s Vox,80s Vox,True,30,52:3D DELAY,1,3,on 129:Syn Vox 1 +8,on 129:Syn Vox 1 +2,on 129:Syn Vox 1 -2,off 0:None +0
231,8-8,Choir/Piano,SynVox 1,SynVox 1,True,30,52:3D DELAY,1,3,on 132:Female Oos -6,off 0:None +0,off 0:None +0,off 0:None +0
232,8-9,Choir/Piano,SynVox 2,SynVox 2,True,30,52:3D DELAY,1,3,on 131:Female Ahs -6,off 0:None +0,off 0:None +0,off 0:None +0
233,8-10,Choir/Piano,Sample Opera,Sample Opera,True,30,52:3D DELAY,1,3,on 137:Soprano Vox +6,on 137:Soprano Vox +2,on 137:Soprano Vox -4,off 0:None +0
234,8-11,Choir/Piano,Jazz Dooos,Jazz Dooos,True,30,0:THROUGH,0,3,on 134:Jazz Doos +0,on 134:Jazz Doos +0,on 305:JzVoice Doos +0,on 305:JzVoice Doos +0
235,8-12,Choir/Piano,AX Grand,AX Grand,True,1,1:EQUALIZER,0,3,on 254:AX Grand mpL +0,on 254:AX Grand mpL +0,on 256:AX Grand ffL +0,on 256:AX Grand ffL +0
236,8-13,Choir/Piano,AX Mono Pno,AX Mono Pno,True,1,1:EQUALIZER,0,3,on 254:AX Grand mpL +0,on 254:AX Grand mpL +0,on 256:AX Grand ffL +0,on 256:AX Grand ffL +0
237,8-14,Choir/Piano,E-Grand,E-Grand,True,1,7:ENHANCER,0,3,on 254:AX Grand mpL -7,on 254:AX Grand mpL -12,on 256:AX Grand ffL -7,on 256:AX Grand ffL -12
238,8-15,Choir/Piano,JD-800 Piano,JD-800 Piano,True,1,1:EQUALIZER,1,3,on 1:JD Piano +0,off 1:JD Piano +0,off 0:None +30,off 0:None -7
239,8-16,Choir/Piano,Honky Tonk,Honky Tonk,True,1,1:EQUALIZER,1,4,on 1:JD Piano +0,off 0:None +0,on 1:JD Piano +0,off 0:None -7
240,8-17,Choir/Piano,Blend Piano,Blend Piano,True,1,1:EQUALIZER,1,3,on 254:AX Grand mpL +0,on 256:AX Grand ffL +0,on 12:80's EP 1 mp +0,on 16:Hard E.Pno +0
241,8-18,Choir/Piano,Harpsichord,Harpsichord,True,3,1:EQUALIZER,0,3,on 25:Harpsichord +0,on 25:Harpsichord +0,off 0:None -12,off 0:None -12
242,8-19,Choir/Piano,Phase Stage,Phase Stage,True,2,11:PHASER,0,3,on 2:Stage EP p -3,on 2:Stage EP p +3,on 3:Stage EP f -3,on 3:Stage EP f +3
243,8-20,Choir/Piano,PhaseEP,PhaseEP,True,2,11:PHASER,0,3,on 12:80's EP 1 mp +0,on 2:Stage EP p +0,on 3:Stage EP f +0,off 15:80's EP 2 f +0
244,8-21,Choir/Piano,Stage EP,Stage EP,True,2,1:EQUALIZER,0,3,on 2:Stage EP p +5,on 2:Stage EP p +0,on 3:Stage EP f +0,on 3:Stage EP f -5
245,8-22,Choir/Piano,Dyno EP,Dyno EP,True,2,1:EQUALIZER,0,3,on 4:Dyno EP mp +5,on 4:Dyno EP mp +0,on 5:Dyno EP mf -1,on 6:Dyno EP ff +4
246,8-23,Choir/Piano,SA EP,SA EP,True,2,1:EQUALIZER,1,3,on 10:Soft SA EP +5,on 10:Soft SA EP +0,on 11:Hard SA EP +6,on 11:Hard SA EP +0
247,8-24,Choir/Piano,Wurly EP,Wurly EP,True,2,1:EQUALIZER,0,3,on 7:Wurly mp +5,on 7:Wurly mp +0,on 8:Wurly mf -1,on 9:Wurly ff +4
248,8-25,Choir/Piano,Dist Wurly,Dist Wurly,True,2,39:GUITAR AMP SIMULATOR,0,2,on 7:Wurly mp +0,on 8:Wurly mf +0,on 9:Wurly ff +0,on 250:Org Click 2 +0
249,8-26,Choir/Piano,FM EP 1,FM EP 1,True,2,1:EQUALIZER,0,3,on 12:80's EP 1 mp -3,on 12:80's EP 1 mp +3,on 14:80's EP 1 f -3,on 14:80's EP 1 f +3
250,8-27,Choir/Piano,FM EP 2,FM EP 2,True,2,1:EQUALIZER,1,3,on 13:80's EP 2 mp -3,on 13:80's EP 2 mp +3,on 15:80's EP 2 f -3,on 15:80's EP 2 f +3
251,8-28,Choir/Piano,Psycho EP,Psycho EP,True,2,8:AUTO WAH,1,1,on 10:Soft SA EP -12,on 3:Stage EP f -12,off 0:None +0,off 0:None -12
252,8-29,Choir/Piano,D-50 Fantsia,D-50 Fantsia,True,4,26:HEXA-CHORUS,1,3,on 148:D-50 Bell +12,on 152:Finger Bell +24,on 125:OB2 Pad 1 +0,on 124:Warm Pad -12
253,8-30,Choir/Piano,FM Sparkles,FM Sparkles,True,4,26:HEXA-CHORUS,2,3,on 216:VS-Triangle +38,on 216:VS-Triangle -12,on 216:VS-Triangle +48,on 216:VS-Triangle -12
254,8-31,Choir/Piano,Dreaming Box,Dreaming Box,True,4,0:THROUGH,2,2,on 18:Music Box +12,on 222:Digi Loop +7,on 135:Jz Doos Lp +12,off 0:None +0
255,8-32,Choir/Piano,Sweet Keys,Sweet Keys,True,30,0:THROUGH,0,3,on 129:Syn Vox 1 +0,off 313:Jazz Organ 5 +12,off 151:Agogo 2 Low +0,off 151:Agogo 2 Low +0
